doc_id,approved,p_true,item_category,supplier_trust,increase_rate,month,days_since_last_change,season_signal,rule_violation,exception_flags,review_result
DOC-000210,1,0.14829182483156833,vegetable,0.5987221485779054,0.20740314010070374,8,34.343712043558874,0.8227241335952168,none,,승인가능
DOC-000211,0,0.4884528843517848,meat,0.5987221485779054,0.08166075337966369,7,37.222622939838374,0.2750000000000001,none,,승인가능
DOC-000212,1,0.5803481426663973,sauce,0.5376007584991788,0.07545425148677912,12,191.065012666316,-0.3,none,,승인가능
DOC-000213,1,0.9605885146059082,grain,0.72,-0.03386007783621241,2,67.40118786234267,-0.17500000000000016,none,,승인가능
DOC-000214,1,0.7538353017515849,frozen,0.7734907905857604,0.047528420070452757,9,15.862918794702408,2.7554552980815448e-17,none,,승인가능
DOC-000215,0,0.39236366363624475,dairy,0.48,0.09318228344986068,4,76.89569623834349,0.3464101615137755,none,,승인가능
DOC-000216,0,0.12488886250824366,dairy,0.68,0.23952350173898865,1,81.81454711004811,0.20000000000000007,none,,승인가능
DOC-000217,1,0.870083757474142,meat,0.5376007584991788,-0.007889410286958333,5,85.74082864881156,-0.2749999999999999,none,,승인가능
DOC-000218,1,0.7334486332878719,meat,0.7185558772859356,0.0376430076160973,12,15.207515845108944,3.367778697655222e-17,none,,승인가능
DOC-000219,1,0.7225633244406262,sauce,0.5479213433588199,0.043481869061188914,1,118.1918527341961,-0.2598076211353316,none,,승인가능
DOC-000220,0,0.023593913370199365,meat,0.561851874525168,0.22275886443186876,4,85.36862888366484,-0.47631397208144133,none,,승인가능
DOC-000221,0,0.8393770312574014,frozen,0.7734907905857604,0.013514634125358464,12,4.979131331762808,0.45,none,,승인가능
DOC-000222,1,0.5992493199131046,meat,0.72,0.05577618972168639,3,16.489526488074002,-0.55,none,,승인가능
DOC-000223,1,0.9344166021634529,sauce,0.7185558772859356,-0.0002088182743126485,8,82.25917698943631,0.15000000000000002,none,,승인가능
DOC-000224,1,0.8058860978784844,grain,0.7185558772859356,0.021571411168387733,10,14.923068542967476,0.35,none,,승인가능
DOC-000225,1,0.589763349597255,sauce,0.7185558772859356,0.0813366020930335,4,24.738643427143625,0.15000000000000002,none,,승인가능
DOC-000226,1,0.9400731887904995,frozen,0.68,-0.01985575460437312,10,71.03469996842561,0.22500000000000006,none,,승인가능
DOC-000227,0,0.81677967024626,vegetable,0.7185558772859356,0.039824070631366844,9,34.9143612599627,0.4750000000000001,none,,승인가능
DOC-000228,1,0.7272396816354606,vegetable,0.55,0.04703448855455958,4,117.17097197078105,5.817072295949927e-17,none,,승인가능
DOC-000229,0,0.428502735363329,vegetable,0.48,0.12677303234964166,7,100.62577437000381,0.95,none,,승인가능
DOC-000230,0,0.18986389627835334,vegetable,0.561851874525168,0.1825837557278869,7,33.65489364347262,0.95,none,,승인가능
DOC-000231,1,0.985033906574992,grain,0.8990778262786678,-0.015459360942352006,6,184.55053695512052,-0.1749999999999999,none,,승인가능
DOC-000232,0,0.9309027989192246,vegetable,0.72,0.028282041511322662,7,144.55533411849245,0.95,none,,승인가능
DOC-000233,1,0.3349869599137217,frozen,0.561851874525168,0.08341695120261466,7,40.984831469767485,-0.38971143170299744,none,,승인가능
DOC-000234,0,0.6720386996334035,vegetable,0.72,0.09666899301372991,8,31.20751958135638,0.8227241335952168,none,,승인가능
DOC-000235,1,0.6902564857617567,dairy,0.7185558772859356,0.04751374173856046,7,18.974909865627158,-0.19999999999999993,none,,승인가능
DOC-000236,0,0.84242337641048,seafood,0.7734907905857604,0.07071207413410699,12,50.292814696612396,0.7361215932167726,none,,승인가능
DOC-000237,1,0.94224315318565,meat,0.8,0.033574347322534004,9,118.69074720093096,0.55,none,,승인가능
DOC-000238,0,0.32769934888153157,dairy,0.7185558772859356,0.13162960539767987,8,47.68852055100437,-0.3464101615137755,none,,승인가능
DOC-000239,1,0.9207022309031808,meat,0.7734907905857604,0.023740032327095737,4,90.9277589196647,-0.47631397208144133,none,,승인가능
DOC-000240,0,0.3984724512147089,meat,0.5376007584991788,0.07245355451516146,1,45.44021203583409,-0.27500000000000024,none,,승인가능
DOC-000241,0,0.02,packaging,0.7734907905857604,0.028471171017738668,6,24.784586074198682,-0.05,unit_mismatch,spec_mismatch;unit_mismatch,보류필요
DOC-000242,1,0.7160799091742647,dairy,0.561851874525168,0.028123092766051832,10,54.73224409338546,-0.34641016151377557,none,,승인가능
DOC-000243,1,0.461983170951493,dairy,0.5376007584991788,0.07513936037645774,12,57.21122960036302,-7.347880794884119e-17,none,,승인가능
DOC-000244,1,0.8338769608763,grain,0.5376007584991788,0.01746206716855104,6,152.89252098929978,-0.1749999999999999,none,,승인가능
DOC-000245,1,0.8757477248939224,sauce,0.5479213433588199,0.010260943951063105,8,248.43235778072264,0.15000000000000002,none,,승인가능
DOC-000246,1,0.6527147334369616,sauce,0.7185558772859356,0.06526152309779987,11,32.649233803082595,-0.2598076211353316,none,,승인가능
DOC-000247,1,0.23122730477420128,vegetable,0.5376007584991788,0.17190636187730357,6,56.10377889752364,0.8227241335952168,none,,승인가능
DOC-000248,0,0.02,grain,0.5479213433588199,-0.004876685491398761,4,124.10563797806867,-0.35,duplicate,duplicate_suspected,보류필요
DOC-000249,0,0.8194135719666896,sauce,0.7734907905857604,0.02895168161329706,9,15.568672334566282,1.8369701987210297e-17,none,,승인가능
DOC-000250,1,0.9086359213291183,frozen,0.7185558772859356,0.03976190886398519,12,140.9030354186249,0.45,none,,승인가능
DOC-000251,1,0.8112220839478246,grain,0.55,0.012331404281762735,8,70.65140386927644,0.17500000000000002,none,,승인가능
DOC-000252,0,0.8262515042376237,vegetable,0.7185558772859356,0.01871306540064875,10,21.50467584196113,5.817072295949927e-17,none,,승인가능
DOC-000253,0,0.4276267016206768,vegetable,0.5987221485779054,0.06864444199617861,4,19.19969182547651,5.817072295949927e-17,none,,승인가능
DOC-000254,1,0.6296448767857408,meat,0.72,0.05818868585141772,5,19.310757441750688,-0.2749999999999999,none,,승인가능
DOC-000255,1,0.7911855839916416,packaging,0.48,0.023520078887590237,12,310.546087068192,0.05,none,,승인가능
DOC-000256,1,0.7597198539231593,seafood,0.72,0.06482559584898256,3,41.306951871862616,0.4250000000000001,none,,승인가능
DOC-000257,0,0.6340317626446875,frozen,0.5479213433588199,0.09253979634829865,11,234.34145951160076,0.38971143170299744,none,,승인가능
DOC-000258,1,0.8621622312353013,seafood,0.561851874525168,0.01409230132184968,12,121.95234339468307,0.7361215932167726,none,,승인가능
DOC-000259,0,0.6860378826374826,sauce,0.561851874525168,0.05171516225557791,7,73.32713594819558,0.2598076211353316,none,,승인가능
DOC-000260,0,0.10037640899019293,seafood,0.5987221485779054,0.10534623773091645,7,7.492350264419856,-0.85,none,,승인가능
DOC-000261,1,0.9128190914978075,sauce,0.8,0.06711247689335573,8,236.65062107184983,0.15000000000000002,none,,승인가능
DOC-000262,0,0.4250151740152828,meat,0.5376007584991788,0.0727747834748193,3,67.59561137277045,-0.55,none,,승인가능
DOC-000263,1,0.7730421252993501,frozen,0.5987221485779054,0.04439572522599568,3,99.72415420640178,-8.266365894244634e-17,none,,승인가능
DOC-000264,1,0.8774162573688951,meat,0.7734907905857604,0.027657014828146705,3,48.57571029348557,-0.55,none,,승인가능
DOC-000265,0,0.8445598192523156,vegetable,0.7734907905857604,0.08201440745656613,10,138.8302287971043,5.817072295949927e-17,none,,승인가능
DOC-000266,1,0.7531120206638141,sauce,0.5987221485779054,0.06830429843653689,6,155.788691606324,0.3,none,,승인가능
DOC-000267,1,0.7665468686342667,sauce,0.72,0.04855735081341431,7,30.335390118400834,0.2598076211353316,none,,승인가능
DOC-000268,0,0.42198522154962326,sauce,0.7185558772859356,0.15896904577237952,5,65.15351776465701,0.2598076211353316,none,,승인가능
DOC-000269,1,0.6110519062939374,sauce,0.5987221485779054,0.03697059970494675,5,15.749210713164718,0.2598076211353316,none,,승인가능
DOC-000270,1,0.7697336326610342,grain,0.7734907905857604,0.03683303075904264,5,13.512375568073375,-0.30310889132455354,none,,승인가능
DOC-000271,0,0.02,vegetable,0.8990778262786678,0.0010636936042648162,8,123.88252124561801,0.8227241335952168,duplicate,duplicate_suspected,보류필요
DOC-000272,0,0.04312906003962407,sauce,0.7185558772859356,0.2226643215612993,1,30.129597053666174,-0.2598076211353316,none,,승인가능
DOC-000273,0,0.518366863158176,vegetable,0.5376007584991788,0.054365374415332166,3,54.54599832197914,-0.47499999999999976,none,,승인가능
DOC-000274,0,0.677929918135977,vegetable,0.48,0.03063204259221501,5,67.18678025527332,0.4750000000000001,none,,승인가능
DOC-000275,1,0.9530312669673154,dairy,0.8,-0.0008888755018672592,9,71.76500986237951,-0.4,none,,승인가능
DOC-000276,1,0.613540331158926,dairy,0.48,0.06878731075909571,5,254.06907101060668,0.20000000000000007,none,,승인가능
DOC-000277,0,0.02,vegetable,0.7185558772859356,0.2638685477182876,6,86.68208362169945,0.8227241335952168,spec_mismatch,spec_mismatch,보류필요
DOC-000278,0,0.6854439987458989,dairy,0.561851874525168,0.07296007575970101,5,166.9417442172652,0.20000000000000007,none,,승인가능
DOC-000279,0,0.012130346742178605,sauce,0.5987221485779054,0.24784571192151755,3,21.68829093288825,1.8369701987210297e-17,none,,승인가능
DOC-000280,1,0.8193123034869915,dairy,0.8,0.09892842241138736,3,77.7491009294512,0.4,none,,승인가능
DOC-000281,0,0.02,sauce,0.7185558772859356,0.18615800678431263,6,186.2568929803534,0.3,duplicate,duplicate_suspected,보류필요
DOC-000282,1,0.6631735372696275,meat,0.55,0.07013202713328567,11,123.27192495180422,0.2750000000000001,none,,승인가능
DOC-000283,1,0.9013481240163433,vegetable,0.8,0.0324101149249047,3,66.2846367769719,-0.47499999999999976,none,,승인가능
DOC-000284,0,0.5834001409859096,sauce,0.7734907905857604,0.1131418013017477,11,61.01787930682534,-0.2598076211353316,none,,승인가능
DOC-000285,1,0.32535524495059587,sauce,0.5987221485779054,0.08262331881704418,1,21.814225544979315,-0.2598076211353316,none,,승인가능
DOC-000286,1,0.8874707098615506,dairy,0.5479213433588199,0.002257654302024127,4,186.98294024959054,0.3464101615137755,none,,승인가능
DOC-000287,0,0.7112346437986565,vegetable,0.7734907905857604,0.04360738541327133,3,10.112619271407063,-0.47499999999999976,none,,승인가능
DOC-000288,1,0.9437245166442095,sauce,0.72,0.0025663992441317452,8,126.75620476339225,0.15000000000000002,none,,승인가능
DOC-000289,0,0.02,sauce,0.7185558772859356,0.1846305257948322,4,171.53743253834097,0.15000000000000002,missing_required,missing_required,확인필요
DOC-000290,0,0.02,vegetable,0.68,0.02708754614067342,11,260.22769534930524,-0.47499999999999976,missing_required,missing_required,확인필요
DOC-000291,0,0.7271202807500353,sauce,0.8,0.11518822028849153,9,87.49264775859278,1.8369701987210297e-17,none,,승인가능
DOC-000292,1,0.5982923325372055,dairy,0.5987221485779054,0.03142686756779832,5,8.928349849105174,0.20000000000000007,none,,승인가능
DOC-000293,0,0.8004052336655467,frozen,0.48,-0.0026297746544674022,1,68.94436917306012,0.38971143170299727,none,,승인가능
DOC-000294,0,0.039475159856426106,sauce,0.68,0.22975478131738633,11,45.61689201846282,-0.2598076211353316,none,,승인가능
DOC-000295,0,0.5489482955366475,meat,0.5376007584991788,0.09885605445717807,11,165.52832102327952,0.2750000000000001,none,,승인가능
DOC-000296,1,0.6717189766669714,packaging,0.8,0.09802884448587663,9,39.74436391660596,-9.184850993605149e-18,none,,승인가능
DOC-000297,1,0.9592022162321209,vegetable,0.8990778262786678,0.0484703031834451,6,98.03893753869642,0.8227241335952168,none,,승인가능
DOC-000298,0,0.2281551525836368,vegetable,0.72,0.23747930385584415,5,70.32160729200669,0.4750000000000001,none,,승인가능
DOC-000299,0,0.02,meat,0.8,0.056774406283088594,7,34.7546421850664,0.2750000000000001,missing_required,missing_required,확인필요
